show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform
s660,Movie,Drain The Great Lakes,"Crispin Sadler, Wayne Abbott",Cham Giobbi,"United Kingdom, Canada, United States",2020-01-01,2011,TV-PG,45 min,Documentary,This groundbreaking television program pulls a virtual plug on the huge lakes.,Disney Plus
s661,Movie,Drain The Ocean: WWII,Mike Slee,Russell Boulter,United States,2020-01-01,2016,TV-PG,44 min,"Documentary, Historical",New undersea surveys and 3-D imaging reveal secrets of World War II shipwrecks.,Disney Plus
s662,Movie,Drain The Sunken Pirate City,Sophie Harris,Russell Boulter,United Kingdom,2020-01-01,2017,TV-14,48 min,"Documentary, Historical",Hidden beneath Jamaica’s Kingston Harbour lie the ruins of the biggest pirate city of all time.,Disney Plus
s663,Movie,Drain The Titanic,Jobim Sampson,Russell Boulter,"United Kingdom, Canada, United States",2020-01-01,2015,TV-PG,45 min,"Documentary, Historical",We reveal the most famous ship wreck site by virtually draining the Titanic.,Disney Plus
s664,TV Show,First Class Chefs: Family Style,,"Gia Ré, Matt Tebbutt",,2020-01-01,2015,TV-Y7,1 Season,"Family, Game Show / Competition",First Class Chefs: Family Style is a cooking competition for the whole family!,Disney Plus
s665,Movie,Hacksaw,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",United States,2020-01-01,1971,TV-PG,89 min,"Animals & Nature, Family, Sports",A wilderness guide sets out to catch a legendary wild horse. See details for advisory.,Disney Plus
s666,Movie,Holes,Andrew Davis,"Sigourney Weaver, Jon Voight, Patricia Arquette, Tim Nelson, Dulé Hill, Shia LaBeouf",United States,2020-01-01,2003,PG,119 min,"Coming of Age, Drama, Family",The Yelnats family curse lands young Stanley at Camp Green Lake.,Disney Plus
s667,Movie,Marvel 75 Years: From Pulp to Pop!,Zak Knutson,"Laura Shields, Stan Lee, Alan Fine, Nicole Perlman, Jimmy Kimmel, Gerry Conway",United States,2020-01-01,2014,TV-PG,42 min,"Documentary, Family",See how Marvel became the top super hero storyteller in special interviews.,Disney Plus
s668,Movie,Marvel Rising: Battle of The Bands,,"Dee Baker, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden, Tyler Posey",United States,2020-01-01,2019,TV-Y7,23 min,"Action-Adventure, Animation, Superhero",Gwen (Ghost-Spider) has to defeat Screaming Mimi both on the streets and on the stage.,Disney Plus
s669,TV Show,One Strange Rock,,Will Smith,United States,2020-01-01,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family","Hosted by Will Smith, One Strange Rock reveals the twists of fate that allow life to thrive on Earth",Disney Plus
s670,TV Show,Out There with Jack Randall,,Jack Randall,,2020-01-01,2019,TV-14,1 Season,"Action-Adventure, Animals & Nature, Docuseries",Zoologist Jack Randall searches for dangerous animals in the most unforgiving environments on earth.,Disney Plus
s671,Movie,Super Rhino,Nathan Greno,"Miley Cyrus, Mark Walton, Susie Essman, Malcolm McDowell, Randy Savage",United States,2020-01-01,2009,G,4 min,"Action-Adventure, Animation, Comedy",Rhino gets an upgrade just in time to save Bolt and Penny from Dr. Calico.,Disney Plus
s672,TV Show,The Proud Family,,"Tommy Davidson, Paula Parker, Jo Payton, Kyla Pratt, Tara Strong, Karen White",United States,2020-01-01,2001,TV-G,2 Seasons,"Animation, Comedy, Coming of Age","Follow the adventures of Penny, a typical African American girl navigating through teen-dom.",Disney Plus
s673,TV Show,The Super Hero Squad,,"Grey DeLisle, Steve Blum, Mikey Kelly, Charlie Adler, Mark Hamill, Tom Kenny",United States,2020-01-01,2009,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",The greatest heroes on the planet unite to face the greatest villains in the Super Hero Squad.,Disney Plus
s674,TV Show,Year Million,,Laurence Fishburne,United States,2020-01-01,2016,TV-PG,1 Season,"Docuseries, Science Fiction","Explore what human life might be like, one million years into the future.",Disney Plus
s675,Movie,Forky Asks a Question: What is a Pet?,Bob Peterson,"Tony Hale, Aloma Wright, Bob Peterson",United States,2019-12-27,2019,TV-G,7 min,"Animation, Comedy, Family","Forky meets Rib Tickles, and is schooled on the dangers of law enforcement.",Disney Plus
s676,Movie,Star Wars: The Last Jedi (Episode VIII),Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",United States,2019-12-26,2017,PG-13,152 min,"Action-Adventure, Science Fiction",New heroes and galactic legends join to unlock mysteries of the Force.,Disney Plus
s677,Movie,Forky Asks a Question: What is a Leader?,Bob Peterson,"Tony Hale, Bonnie Hunt, Bob Peterson",United States,2019-12-20,2019,TV-G,6 min,"Animation, Comedy, Family","Dolly teaches Forky about the qualities of a good leader, and he puts those qualities to the test!",Disney Plus
s678,Movie,George of the Jungle 2,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir","United States, Australia",2019-12-20,2003,PG,89 min,"Action-Adventure, Comedy, Family","George must rescue his family, then save the jungle from becoming mulch.",Disney Plus
s679,Movie,High School Musical: The Musical: The Series: The Special,Clayton Cogswell,"Joshua Bassett, Olivia Rodrigo, Sofia Wylie, Matt Cornett, Dara Renee",United States,2019-12-20,2019,TV-G,23 min,"Coming of Age, Documentary, Drama",An exclusive look into the making of High School Musical: The Musical: The Series.,Disney Plus
s680,TV Show,Pick of the Litter,,,United States,2019-12-20,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Watch an adorable group of six dogs on their quest to become guides for Guide Dogs for the Blind.,Disney Plus
s681,Movie,Togo,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",United States,2019-12-20,2019,PG,117 min,"Action-Adventure, Animals & Nature, Family",An exhilarating and uplifting adventure set in the winter of 1925 of one man and his lead sled dog.,Disney Plus
s682,Movie,Forky Asks a Question: What is a Computer?,Bob Peterson,"Tony Hale, Kristen Schaal, James Brinkley, Bob Peterson",United States,2019-12-13,2019,TV-G,6 min,"Animation, Comedy, Family",Trixie explains to Forky what a computer does as they experience the common stresses of technology.,Disney Plus
s683,Movie,Wind,Edwin Chang,"Emilio Fuentes, Sonoko Konishi",United States,2019-12-13,2019,G,9 min,"Animation, Family, Fantasy","Trapped deep down an endless chasm, a grandmother and boy seek to escape to a better life.",Disney Plus
s684,Movie,Forky Asks a Question: What is Love?,Bob Peterson,"Tony Hale, Carl Reiner, Mel Brooks, Carol Burnett, Betty White, Kristen Schaal",United States,2019-12-06,2019,TV-G,7 min,"Animation, Comedy, Family",Forky tries to understand the idea of love from some elder toys who think they’ve experienced it.,Disney Plus
s685,TV Show,One Day at Disney (Shorts),,,,2019-12-06,2019,TV-PG,1 Season,"Anthology, Docuseries, Family",Meet the diverse group of people behind some of Disney’s most magical stories.,Disney Plus
s686,Movie,Marvel Studios' Thor: Ragnarok,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson",United States,2019-12-05,2017,PG-13,132 min,"Action-Adventure, Comedy, Fantasy",Thor races against time to ensure that Asgard does not fall into the Hela's ruthless hands.,Disney Plus
s687,TV Show,Disney The Lion Guard,,"Max Charles, Diamond White, Dusan Brown, Atticus Shaffer, Joshua Rush",United States,2019-12-03,2015,TV-Y,3 Seasons,"Action-Adventure, Animation, Comedy",The Lion Guard has assembled and now they will DEFEND!,Disney Plus
s688,Movie,One Day at Disney,Fritz Mitchell,,United States,2019-12-03,2019,TV-PG,62 min,"Documentary, Family",Discover the inspiring personal stories of the people behind the enduring magic of Disney.,Disney Plus
s689,TV Show,Disney Star vs. the Forces of Evil,,"Eden Sher, Adam McArthur",United States,2019-12-01,2014,TV-Y7,4 Seasons,"Action-Adventure, Animation, Comedy",Star battles villains throughout the multiverse.,Disney Plus
s690,Movie,Expedition Amelia,Chad Cohen,"Allison Janney, Bob Ballard, Fredrik Hiebert",United States,2019-12-01,2019,TV-PG,94 min,"Action-Adventure, Documentary, Historical",Dr. Robert Ballard plans an expedition to solve the mystery of Amelia Earhart’s disappearance.,Disney Plus
s691,Movie,Glory Road,James Gartner,"Josh Lucas, Derek Luke, Jon Voight, Austin Nichols, Evan Jones, Schin Kerr",United States,2019-12-01,2006,PG,119 min,"Biographical, Drama, Sports",The story of the first all African-American college basketball team.,Disney Plus
s692,TV Show,Henry Hugglemonster,,"Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren","Ireland, United Kingdom, United States, South Korea, Canada",2019-12-01,2012,TV-Y,2 Seasons,"Animation, Fantasy, Kids",Hugglemonsters always find a way!,Disney Plus
s693,Movie,Incredible! The Story of Dr. Pol,,"Ari Rubin, Dr. Pol",,2019-12-01,2015,TV-14,44 min,"Animals & Nature, Biographical, Documentary",Dr. Pol shares his life story – from his wartime childhood to a love story fit for the movies.,Disney Plus
s694,Movie,Marvel Rising: Chasing Ghosts,,"Dee Baker, Chloe Bennet, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden",United States,2019-12-01,2019,TV-Y7-FV,24 min,"Action-Adventure, Animation, Superhero",Ghost-Spider teams up with the Secret Warriors.,Disney Plus
s695,Movie,Marvel Rising: Heart of Iron,,"Dee Baker, Chloe Bennet, Dove Cameron, Robbie Daymond, Kathreen Khavari, Daisy Lightfoot",United States,2019-12-01,2019,TV-Y7,46 min,"Action-Adventure, Animation, Coming of Age",Ironheart joins the Secret Warriors to defend Earth.,Disney Plus
s696,TV Show,Miles From Tomorrowland,,"Olivia Munn, Cullen McCarthy, Fiona Bishop, Dee Baker, Tom Kenny",United States,2019-12-01,2014,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Blastastic! Join Miles and his family in outer space!,Disney Plus
s697,TV Show,Sheriff Callie's Wild West,,"Mandy Moore, Lucas Grabeel","United States, South Korea, France",2019-12-01,2011,TV-Y,2 Seasons,"Animation, Kids, Western",Come and see how the West was fun with Sheriff Callie!,Disney Plus
s698,TV Show,Supercar Megabuild,,Dom Joly,United States,2019-12-01,2016,TV-PG,2 Seasons,"Buddy, Docuseries, Lifestyle",A team of top car mechanics create awesome supercar megabuilds.,Disney Plus
s699,Movie,The Incredible Dr. Pol: Blue Ribbon Kids,,"Ari Rubin, Dr. Pol",,2019-12-01,2016,TV-PG,42 min,"Animals & Nature, Documentary, Family",It’s a best-of-the-kids compilation episode with the world’s most famous veterinarian.,Disney Plus
s700,Movie,Coco,Lee Unkrich,"Anthony Gonzalez, Gael Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",United States,2019-11-29,2017,PG,105 min,"Animation, Family, Fantasy",Miguel journeys to the magical land of his ancestors.,Disney Plus
s701,Movie,Coco (in Spanish),Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",,2019-11-29,2017,PG,105 min,"Animation, Family, Fantasy",Miguel journeys to the magical land of his ancestors.,Disney Plus
s702,Movie,Forky Asks a Question: What is Time?,Bob Peterson,"Tony Hale, Wallace Shawn, Alan Oppenheimer, Bob Peterson",United States,2019-11-29,2019,TV-G,6 min,"Animation, Comedy, Family",Rex uses the age of dinosaurs as an example to give Forky an understanding of the concept of time.,Disney Plus
s703,Movie,The Wonderful World of Disney Presents The Little Mermaid Live!,Hamish Hamilton,"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley",United States,2019-11-27,2019,TV-PG,84 min,"Concert Film, Family, Fantasy",Live musical performances by a star-studded cast are interwoven into the original feature film.,Disney Plus
s704,Movie,Forky Asks a Question: What is Art?,Bob Peterson,"Tony Hale, Robin Downes, Bob Peterson",United States,2019-11-22,2019,TV-G,7 min,"Animation, Comedy, Family",Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance.,Disney Plus
s705,TV Show,Mickey Mouse Roadster Racers,,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeille",,2019-11-20,2017,TV-Y,2 Seasons,"Animation, Kids, Sports",The Sensational Six race roadsters around the world!,Disney Plus
s706,Movie,"Happy Birthday, Mickey!",,,,2019-11-18,2019,TV-G,2 min,"Animation, Comedy, Dance","Celebrating Mickey, the world’s most beloved character.",Disney Plus
s707,Movie,Forky Asks a Question: What is a Friend?,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",United States,2019-11-15,2019,TV-G,6 min,"Animation, Comedy, Family",Forky shares his thoughts on what makes a good friend based on his limited exposure to the world.,Disney Plus
s708,Movie,10 Things I Hate About You,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan",United States,2019-11-12,1999,PG-13,98 min,"Comedy, Coming of Age, Romance","Cameron falls for the girl of his dreams, but she is forbidden to date.",Disney Plus
s709,Movie,101 Dalmatians,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi","Rod Taylor, J. Pat O'Malley, Betty Gerson, Cate Bauer, Ben Wright, Fred Worlock",United States,2019-11-12,1961,G,81 min,"Action-Adventure, Animation, Family",Cruella De Vil dognaps all of the Dalmatian puppies in London.,Disney Plus
s710,Movie,101 Dalmatians II: Patch's London Adventure,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",United States,2019-11-12,2003,G,77 min,"Action-Adventure, Animation",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.,Disney Plus
s711,Movie,102 Dalmatians,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu","United States, United Kingdom",2019-11-12,2000,G,104 min,"Action-Adventure, Animals & Nature, Family","Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",Disney Plus
s712,Movie,12 Dates of Christmas,James Hayman,"Amy Smart, Mark-Paul Gosselaar, Peter MacNeil, Mary Long, Jayne Eastwood, Laura Miyata",United States,2019-11-12,2011,TV-PG,88 min,"Comedy, Family, Fantasy","Setup on a Christmas Eve date, a woman must relive the date over and over.",Disney Plus
s713,Movie,"20,000 Leagues Under the Sea",Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert Wilke, Ted de Corsia",United States,2019-11-12,1954,G,127 min,"Action-Adventure, Family, Science Fiction",Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.,Disney Plus
s714,Movie,A Bug's Life,John Lasseter,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind",United States,2019-11-12,1998,G,98 min,"Animation, Comedy, Family",Flik goes in search of warriors to help battle the villainous grasshoppers.,Disney Plus
s715,Movie,A Goofy Movie,Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn","United States, Australia, France, Canada",2019-11-12,1995,G,81 min,"Action-Adventure, Animation, Comedy",Goofy and Max hit the road and get up to their floppy ears in misadventure.,Disney Plus
s716,Movie,A Kid in King Arthur's Court,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig","United States, Hungary, United Kingdom",2019-11-12,1995,PG,90 min,"Action-Adventure, Comedy, Coming of Age",A mysterious earthquake sends a teenage boy back into medieval times.,Disney Plus
s717,Movie,A Knight for a Day,Jack Hannah,,United States,2019-11-12,1946,TV-G,7 min,"Animation, Comedy, Family","Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory.",Disney Plus
s718,Movie,A Ring of Endless Light,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",United States,2019-11-12,2002,TV-G,88 min,"Coming of Age, Drama, Romance",Teenager Vicky Austin discovers that she can communicate with dolphins.,Disney Plus
s719,Movie,Aladdin (1992),"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",United States,2019-11-12,1992,G,94 min,"Action-Adventure, Animation, Family","Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar.",Disney Plus
s720,Movie,Aladdin and the King of Thieves,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin, Jerry Orbach, John Rhys-Davies",United States,2019-11-12,1996,G,86 min,"Action-Adventure, Animation, Family",Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?,Disney Plus
s721,Movie,Aladdin: The Return of Jafar,"Toby Shelton, Tad Stones, Alan Zaslove","Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings",United States,2019-11-12,1994,G,71 min,"Action-Adventure, Animation, Family",Aladdin and his friends defend Agrabah from Jafar's malice.,Disney Plus
s722,Movie,Alice in Wonderland,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",United States,2019-11-12,1951,G,79 min,"Action-Adventure, Animation, Family",Join Alice as she chases the White Rabbit into a topsy-turvy world.,Disney Plus
s723,Movie,Aliens of the Deep,"James Cameron, Steven Quale","Dr. Anatoly Sagalevitch, Genya Chernaiev, Victor Nischeta, Dr. Pamela Conrad, Dr. Arthur Lane, Dr. Jim Childress",United States,2019-11-12,2005,G,100 min,"Action-Adventure, Animals & Nature, Documentary",James Cameron teams up with NASA scientists to explore undersea life.,Disney Plus
s724,Movie,Alley Cats Strike!,Rod Daniel,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley, Joey Wilcots, Philip Williams","United States, Canada",2019-11-12,2000,TV-G,87 min,"Coming of Age, Drama, Sports",Four outcast teens with a love of bowling are thrust into the spotlight.,Disney Plus
s725,Movie,Almost Angels,Steve Previn,"Vincent Winter, Sean Scully, Peter Weck, Hans Holt, Bruni Löbel, Fritz Eckhardt",United States,2019-11-12,1962,TV-PG,90 min,"Coming of Age, Drama, Family",A working-class youth tries to fit in when with the famed Vienna Boys' Choir.,Disney Plus
s726,Movie,America's Heart & Soul,Louie Schwartzberg,"George Woodard, Charles Jimmie Sr., The Brothers, Frank Pino, Dave Pino, John Yacobellis",United States,2019-11-12,2004,PG,88 min,"Documentary, Family",Journey across the U.S. to meet ordinary people living extraordinary lives.,Disney Plus
s727,Movie,Amy,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",United States,2019-11-12,1981,G,100 min,"Drama, Family",A young woman takes a job as a teacher in a backwoods school for the deaf.,Disney Plus
s728,Movie,An Extremely Goofy Movie,Douglas McCarthy,"Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings, Brad Garrett, Vicki Lewis","United States, Australia",2019-11-12,2000,G,81 min,"Animation, Comedy, Family",Goofy shows up to finish college alongside his son Max.,Disney Plus
s729,TV Show,Andi Mack,,"Peyton Lee, Joshua Rush, Sofia Wylie, Asher Angel, Lilan Bowden, Lauren Tom",United States,2019-11-12,2016,TV-G,3 Seasons,"Comedy, Coming of Age, Drama","Andi's life is shaken by her sister, Bex's, surprise.",Disney Plus
s730,Movie,Annie,Rob Marshall,"Kathy Bates, Alan Cumming, Audra McDonald, Kristin Chenoweth, Victor Garber, Vic Polizos",United States,2019-11-12,1999,TV-PG,91 min,"Drama, Family, Musical",Annie escapes a “hard-knock life” and finds a bighearted billionaire.,Disney Plus
s731,Movie,Apollo: Missions To The Moon,Tom Jennings,"Neil Armstrong, Buzz Aldrin",United States,2019-11-12,2019,TV-PG,95 min,"Documentary, Family, Historical","With rare archival footage, this film sheds new light on an incredible time in human history.",Disney Plus
s732,Movie,Atlantis Rising,Simcha Jacobovici,"Georgeos Diaz-Montexano, Peter Vincenti, Richard Freund, Simcha Jacobovici, Charles Pellegrino, Félix Rodrigues",Canada,2019-11-12,2017,TV-PG,94 min,"Documentary, Historical",Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.,Disney Plus
s733,Movie,Atlantis: Milo's Return,"Tad Stones, Toby Shelton, Victor Cook","James Taylor, Cree Summer, John Mahoney, Jacqueline Obradors, Don Novello, Corey Burton",United States,2019-11-12,2003,G,83 min,"Action-Adventure, Animation, Family",Explorers emerge from below the sea to solve threatening mysteries above.,Disney Plus
s734,Movie,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise","Michael Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian",United States,2019-11-12,2001,PG,98 min,"Action-Adventure, Animation, Family",Brave explorers venture under the sea seeking legendary Atlantis.,Disney Plus
s735,Movie,Auntie Edna,Ted Mathot,"Brad Bird, Eli Fucile, Maeve Andrews, Nick Bird, Noelle Zuber, Craig Nelson",United States,2019-11-12,2018,TV-G,7 min,"Animation, Comedy, Family",Has famous fashionista Edna Mode met her match in Jack-Jack?,Disney Plus
s736,Movie,Avatar,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",United States,2019-11-12,2009,PG-13,162 min,"Action-Adventure, Science Fiction",A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.,Disney Plus
s737,Movie,Babes in the Woods,Burt Gillett,,United States,2019-11-12,1932,TV-Y7,8 min,"Animation, Family, Fantasy",Two children wander the forest and get lured into a witch's house. See details for advisory.,Disney Plus
s738,Movie,Babes in Toyland,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",United States,2019-11-12,1961,TV-PG,106 min,"Family, Fantasy, Musical",Villainous Barnaby tries to spoil Tom Piper and Mary Contrary's wedding.,Disney Plus
s739,Movie,Bambi,David Hand,,United States,2019-11-12,1942,G,72 min,"Animation, Drama, Family",Bambi sets off with his best friends to explore the wonders of the woods.,Disney Plus
s740,Movie,Bambi II,Brian Pimental,"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen",United States,2019-11-12,2006,G,75 min,"Animation, Drama, Kids","Bambi reunites with his father, The Great Prince.",Disney Plus
s741,Movie,Bao,Domee Shi,,"United States, Canada",2019-11-12,2018,G,8 min,"Animation, Family, Fantasy",A Chinese mom’s life changes when her dumpling comes alive.,Disney Plus
s742,Movie,Beach Picnic,Clyde Geronimi,,United States,2019-11-12,1939,TV-G,9 min,"Animation, Comedy, Family",Donald Duck and Pluto are at the beach. See details for advisory.,Disney Plus
s743,Movie,Bearly Asleep,Jack Hannah,,United States,2019-11-12,1955,TV-PG,7 min,"Animation, Comedy, Family",Donald Duck is a ranger and puts the bears to sleep for the winter. See details for advisory.,Disney Plus
s744,Movie,Beauty and the Beast: Belle's Magical World,Bob Kline,"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings",United States,2019-11-12,1998,G,71 min,"Animation, Anthology, Fantasy","In three short stories, see Belle make a gloomy castle fit for a princess.",Disney Plus
s745,Movie,Beauty and the Beast: The Enchanted Christmas,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry","Canada, United States",2019-11-12,1997,G,73 min,"Animation, Family, Fantasy",Former composer Forte threatens to keep Belle and Beast apart forever.,Disney Plus
s746,Movie,Beezy Bear,Jack Hannah,,United States,2019-11-12,1955,TV-G,7 min,"Animation, Comedy, Family",Donald tries to catch the bear that is stealing his honey. See details for advisory.,Disney Plus
s747,Movie,Before the Flood,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",United States,2019-11-12,2016,TV-14,96 min,Documentary,Leonardo DiCaprio searches for answers on the issue of climate change.,Disney Plus
s748,Movie,Benji the Hunted,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",United States,2019-11-12,1987,G,89 min,"Action-Adventure, Animals & Nature, Family",Benji must navigate the wilderness while caring for orphaned cougar cubs.,Disney Plus
s749,TV Show,Best Friends Whenever,,"Lauren Taylor, Shelby Bender, Gus Kamp, Ricky Garcia, Benjamin Royer, Matthew Royer",United States,2019-11-12,2015,TV-G,2 Seasons,"Buddy, Comedy, Coming of Age",Best friends gain the ability to travel through time!,Disney Plus
s750,TV Show,Big City Greens (Shorts),,,,2019-11-12,2017,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Head to the big city with the Green family!,Disney Plus
s751,Movie,Big Hero 6,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",United States,2019-11-12,2014,PG,105 min,"Action-Adventure, Animation, Family",A boy genius and his robot team up to save their city.,Disney Plus
s752,TV Show,Big Hero 6 The Series (Shorts),,,,2019-11-12,2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",The team introduces Baymax to everyday activities.,Disney Plus
s753,Movie,Bizarre Dinosaurs,Jenny Kubo,Peter Cullen,United States,2019-11-12,2009,TV-PG,46 min,"Animals & Nature, Documentary, Family","Which dinosaurs were the strangest of the strange, and how did they get that way?",Disney Plus
s754,Movie,Blank Check,Rupert Wainwright,"Brian Bonsall, Karen Duffy, Miguel Ferrer, James Rebhorn, Tone Lōc, Jayne Atkinson",United States,2019-11-12,1994,PG,94 min,"Comedy, Family","An 11-year-old cashes a blank check for a million bucks, with wild results.",Disney Plus
s755,Movie,Boat Builders,Ben Sharpsteen,,United States,2019-11-12,1938,TV-G,8 min,"Animation, Comedy, Family",Mickey and friends build a boat but it falls apart when christened. See details for advisory.,Disney Plus
s756,Movie,Bolt,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",United States,2019-11-12,2008,PG,98 min,"Action-Adventure, Animation, Comedy",Hollywood's smallest star embarks on a paws-itively awesome adventure!,Disney Plus
s757,Movie,Bone Bandit,Charles Nichols,,United States,2019-11-12,1948,TV-G,7 min,"Animation, Comedy, Family",Pluto's efforts to dig up a bone are frustrated by his allergy. See details for advisory.,Disney Plus
s758,TV Show,Bonkers,,"Charlie Adler, Corey Burton, Jesse Corti, Jim Cummings, Frank Welker, Gregg Berger","United States, Hong Kong, South Korea, France, Canada, China, United Kingdom, Australia, Japan, Taiwan, Philippines",2019-11-12,1993,TV-G,1 Season,"Animation, Comedy, Kids",A washed-up cartoon star begins a new life as the first toon cop in Hollywood.,Disney Plus
s759,Movie,Boundin',Bud Luckey,Bud Luckey,United States,2019-11-12,2004,G,6 min,"Animation, Family, Kids",The musical story of a dancing sheep.,Disney Plus
s760,TV Show,Boy Meets World,,"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris",United States,2019-11-12,1993,TV-PG,7 Seasons,"Comedy, Coming of Age, Family","Adolescent Cory Matthews grows up, and faces problems with friends, family, and school.",Disney Plus
s761,Movie,Brave,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd","United States, United Kingdom",2019-11-12,2012,PG,94 min,"Animation, Coming of Age, Family",Princess Merida must undo a beastly curse before it’s too late.,Disney Plus
s762,Movie,Brave Little Toaster to the Rescue,Robert Ramirez,"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr",United States,2019-11-12,1999,TV-G,75 min,"Action-Adventure, Animation",The gang tries to save their animal pals from being sent to a testing lab.,Disney Plus
s763,Movie,Breaking2,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",United States,2019-11-12,2017,TV-PG,55 min,"Documentary, Sports",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.,Disney Plus
